FILE ROOT,FILE NAME,DURATION,SPEAKERS,SESSION START TIME,DATE,TRANSCRIPT #,PAGE #s (from transcript),TRANSCRIPT TITLE,PROQUEST,HATHI
EKAV0140,EKAV0140_01.wav,00:32:39,G. David Schine; Robert T. Stevens; Karl E. Mundt; Everett McKinley Dirksen; Charles E. Potter; Henry C. Dworshak; John L. McClellan; Henry M. Jackson; Stuart Symington; Ray H. Jenkins; Joseph R. McCarthy; Joseph N. Welch,2:40 PM,"April 29, 1954",12,467-479,"Testimony of Pvt. G. David Schine, part 4",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f7$2fa$2f0$2fc$2fhrg-1954-ops-0012_from_1_to_49.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0012,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0140_02.wav,00:33:19,G. David Schine; Robert T. Stevens; Karl E. Mundt; Everett McKinley Dirksen; Charles E. Potter; Henry C. Dworshak; John L. McClellan; Henry M. Jackson; Stuart Symington; Ray H. Jenkins; Joseph R. McCarthy; Joseph N. Welch,2:40 PM,"April 29, 1954",12,479-488,"Testimony of Pvt. G. David Schine, part 5",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f7$2fa$2f0$2fc$2fhrg-1954-ops-0012_from_1_to_49.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0012,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0141,EKAV0141_01.wav,00:06:12,G. David Schine; Karl E. Mundt; John L. McClellan; Henry M. Jackson; Stuart Symington; Joseph N. Welch,2:40 PM,"April 29, 1954",12,487-489,"Testimony of Pvt. G. David Schine, part 6",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f7$2fa$2f0$2fc$2fhrg-1954-ops-0012_from_1_to_49.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0012,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0142,EKAV0142_01.wav,00:32:30,C. George Anastos; Ray H. Jenkins; Karl E. Mundt; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Charles E. Potter; Stuart Symington; Joseph N. Welch; Henry C. Dworshak,10:45 AM,"April 30, 1954",13,497-507,"Testimony of C. George Anastos, part 1",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2f1$2fa$2fhrg-1954-ops-0013_from_1_to_47.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0013,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0142_02.wav,00:32:20,C. George Anastos; Francis Perry Mims; James D. St. Clair; Joseph McCarthy; Ray H. Jenkins; Karl E. Mundt; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Charles E. Potter; Stuart Symington; Joseph N. Welch; Henry C. Dworshak,10:45 AM,"April 30, 1954",13,507-518,"Testimony of C. George Anastos, part 2 / Testimony of Francis P. Mims, part 1",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2f1$2fa$2fhrg-1954-ops-0013_from_1_to_47.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0013,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0143,EKAV0143_01.wav,00:31:43,C. George Anastos; James N. Juliana; Joseph N. Welch; Karl E. Mundt; Joseph McCarthy; Ray H. Jenkins; Stuart Symington,10:45 AM,"April 30, 1954",13,518-526,"Testimony of C. George Anastos, part 3 / Testimony of James N. Juliana, part 1",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2f1$2fa$2fhrg-1954-ops-0013_from_1_to_47.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0013,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0143_02.wav,00:32:13,James N. Juliana; Henry M. Jackson; Karl E. Mundt; Joseph McCarthy; Charles E. Potter; Stuart Symington; Joseph N. Welch ,10:45 AM,"April 30, 1954",13/14,528-541,"Testimony of James N. Juliana, part 2",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2f1$2fa$2fhrg-1954-ops-0013_from_1_to_47.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0013,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0144,EKAV0144_01.wav,00:31:59,James N. Juliana; Karl E. Mundt; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Charles E. Potter; Stuart Symington; Henry C. Dworshak; Joseph N. Welch; Joseph McCarthy; Ray H. Jenkins,2:30 PM,"April 30, 1954",14,541-551,"Testimony of James N. Juliana, part 3",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f2$2fa$2fb$2fhrg-1954-ops-0014_from_1_to_46.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0014,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0144_02.wav,00:33:00,Herbert Richard Manchester; Robert T. Stevens Ray H. Jenkins; Karl E. Mundt; John L. McClellan; Charles E. Potter; Stuart Symington; Joseph McCarthy; Roy M. Cohn; Joseph N. Welch; Henry M. Jackson,2:30 PM,"April 30, 1954",14,551-562,"Testimony of S. Sgt. Herbert R. Manchester / Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 30",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f2$2fa$2fb$2fhrg-1954-ops-0014_from_1_to_46.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0014,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0145,EKAV0145_01.wav,00:26:15,Robert T. Stevens; Ray H. Jenkins; Karl E. Mundt; Roy M. Cohn; Joseph McCarthy,2:30 PM,"April 30, 1954",14,563-571,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 30",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f2$2fa$2fb$2fhrg-1954-ops-0014_from_1_to_46.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0014,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0146,EKAV0146_01.wav,00:31:40,Robert T. Stevens; Roy M. Cohn; Ray H. Jenkins; Karl E. Mundt; John L. McClellan; Everett McKinley Dirksen; Charles E. Potter; Joseph McCarthy,10:40 AM,"May 3, 1954",15,580-590,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 31",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f2$2f7$2f9$2fhrg-1954-ops-0015_from_1_to_44.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0015,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0146_02.wav,00:31:02,Robert T. Stevens; Joseph McCarthy; Ray H. Jenkins; Karl E. Mundt; Joseph N. Welch,10:40 AM,"May 3, 1954",15,590-598,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 32",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f2$2f7$2f9$2fhrg-1954-ops-0015_from_1_to_44.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0015,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0147,EKAV0147_01.wav,00:32:32,Robert T. Stevens; Ray H. Jenkins; Joseph McCarthy; Karl E Mundt; John L. McClellan; Joseph N. Welch,10:40 AM,"May 3, 1954",15,598-609,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 33",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f2$2f7$2f9$2fhrg-1954-ops-0015_from_1_to_44.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0015,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0147_02.wav,00:03:24,Robert T. Stevens; Ray H. Jenkins; Joseph McCarthy; Karl E. Mundt,2:30 PM,"May 3, 1954",15,609-610,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 34",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f2$2f7$2f9$2fhrg-1954-ops-0015_from_1_to_44.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0015,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0148,EKAV0148_01.wav,00:33:13,Robert T. Stevens; Ray H. Jenkins; Joseph McCarthy; Karl E. Mundt; John L. McClellan; Henry M. Jackson; Roy M. Cohn,5:00 PM,"May 3, 1954",16,640-650,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 35",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2ff$2f6$2f9$2f2$2fhrg-1954-ops-0016_from_1_to_46.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0016,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0148_02.wav,00:01:34,((Recording irrelevant)),N/A,"May 3, 1954",N/A,N/A,N/A,N/A,N/A
EKAV0149,EKAV0149_01.wav,00:32:43,Karl E. Mundt; Joseph N. Welch; Everett McKinley Dirksen; Joseph McCarthy; Robert T. Stevens; John L. McClellan; Stuart Symington; Charles E. Potter,10:50 AM,"May 4, 1954",17,655-662,Non-Testimonial Discussion (Stevens),https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f8$2fd$2fe$2f3$2fhrg-1954-ops-0017_from_1_to_28.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0017,https://hdl.handle.net/2027/umn.31951d02135387b
,EKAV0149_02.wav,00:32:46,Robert T. Stevens; Charles E. Potter; Karl E. Mundt; Henry Dworshak; Ray H. Jenkins; Joseph McCarthy; Joseph N. Welch; Roy M. Cohn,12:30 PM,"May 4, 1954",17,663-671,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 36",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f8$2fd$2fe$2f3$2fhrg-1954-ops-0017_from_1_to_28.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0017,https://hdl.handle.net/2027/umn.31951d02135387b
EKAV0150,EKAV0150_01.wav,00:31:39,Robert T. Stevens; Joseph McCarthy; Roy M. Cohn; John L. McClellan; Karl E. Mundt; Ray H. Jenkins; Stuart Symington; Henry M. Jackson,2:30 PM,"May 4, 1954",18,681-688,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 37",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f9$2f0$2f8$2fb$2fhrg-1954-ops-0018_from_1_to_48.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0018,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0150_02.wav,00:32:38,Robert T. Stevens; Ray H. Jenkins; Karl E. Mundt; Roy M. Cohn; Joseph McCarthy; Joseph N. Welch; Charles E. Potter; Joseph McCarthy; Henry M. Jackson,2:30 PM,"May 4, 1954",18,688-697,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 38",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f9$2f0$2f8$2fb$2fhrg-1954-ops-0018_from_1_to_48.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0018,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0151,EKAV0151_01.wav,00:32:21,John G. Adams; Robert T. Stevens; Ray H. Jenkins; Joseph McCarthy; Karl E. Mundt; John L. McClellan; Stuart Symington; Henry M. Jackson; Joseph N. Welch; ,4:00 PM,"May 4, 1954",18,697-706,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 39",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f9$2f0$2f8$2fb$2fhrg-1954-ops-0018_from_1_to_48.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0018,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0151_02.wav,00:23:56,Robert T. Stevens; Joseph McCarthy; Ray H. Jenkins; Karl E. Mundt; Joseph N. Welch; Henry M. Jackson; Stuart Symington; Joseph N. Welch; Everett McKinley Dirksen; Charles E. Potter,4:20 PM,"May 4, 1954",18,706-713,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 40",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f9$2f0$2f8$2fb$2fhrg-1954-ops-0018_from_1_to_48.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0018,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0152,EKAV0152_01.wav,00:32:08,Robert T. Stevens; Robert M. Collier; Karl E. Mundt; Joseph N. Welch; Joseph McCarthy; John L. McClellan; Henry M. Jackson; Everett McKinley Dirksen; Ray H. Jenkins; Frederick P. Bryan,10:45 AM,"May 5, 1954",19,715-725,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 41",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2f3$2f3$2fhrg-1954-ops-0019_from_1_to_35.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0019,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0152_02.wav,00:31:11,Robert M. Collier; Joseph McCarthy; Karl E. Mundt; John L. McClellan; Henry M. Jackson; Ray H. Jenkins; Everett McKinley Dirksen; Charles E. Potter; Stuart Symington; Henry Dworshak; Joseph N. Welch,10:45 AM,"May 5, 1954",19,725-735,"Testimony of Robert M. Collier (Asst. Counsel, Special Subcomittee on Investigation), part 1",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2f3$2f3$2fhrg-1954-ops-0019_from_1_to_35.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0019,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0153,EKAV0153_01.wav,00:26:02,Robert M. Collier; Joseph N. Welch; Karl E. Mundt; Joseph McCarthy; Ray H. Jenkins; Stuart Symington; Roy M. Cohn,12:00 PM,"May 5, 1954",19,735-744,"Testimony of Robert M. Collier (Asst. Counsel, Special Subcomittee on Investigation), part 2",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2f3$2f3$2fhrg-1954-ops-0019_from_1_to_35.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0019,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0153_02.wav,00:32:08,Robert M. Collier; Karl E. Mundt; Ray H. Jenkins; Everett McKinley Dirksen; Stuart Symington; Henry M. Jackson; Joseph McCarthy; Frederick P. Bryan; Joseph N. Welch; John L. McClellan,2:40 PM,"May 5, 1954",20,745-755,"Testimony of Robert M. Collier (Asst. Counsel, Special Subcomittee on Investigation), part 3",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f1$2f7$2f6$2fhrg-1954-ops-0020_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0020,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0154,EKAV0154_01.wav,00:31:18,Robert M. Collier; Joseph McCarthy; John L. McClellan; Karl E. Mundt; Henry M. Jackson; Joseph N. Welch; Ray H. Jenkins; Frederick P. Bryan; Everett McKinley Dirksen; Charles E. Potter; Roy M. Cohn,2:40 PM,"May 5, 1954",20,755-765,"Testimony of Hon. Joseph R. McCarthy (Wisconsin Senator), part 1",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f1$2f7$2f6$2fhrg-1954-ops-0020_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0020,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0154_02.wav,00:31:11,Joseph McCarthy; Charles E. Potter; Karl E Mundt; Stuart Symington; Joseph N. Welch; Everett McKinley Dirksen; Ray H. Jenkins; John L. McClellan; Henry M. Jackson,2:40 PM,"May 5, 1954",20,765-774,"Testimony of Hon. Joseph R. McCarthy (Wisconsin Senator), part 2",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f1$2f7$2f6$2fhrg-1954-ops-0020_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0020,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0155,EKAV0155_01.wav,00:16:27,Robert T. Stevens; Joseph McCarthy; Roy M. Cohn; Ray H. Jenkins; Karl E. Mundt; John L. McClellan; Stuart Symington,2:40 PM,"May 5, 1954",20,775-780,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 42",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f1$2f7$2f6$2fhrg-1954-ops-0020_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0020,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0156,EKAV0156_01.wav,00:31:33,Robert T. Stevens; John L. McClellan; Karl E. Mundt; Stuart Symington; Joseph McCarthy; Henry M. Jackson; Ray H. Jenkins,10:45 AM,"May 6, 1954",21,781-790,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 43",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f2$2ff$2f6$2f5$2fhrg-1954-ops-0021_from_1_to_51.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0021,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0156_02.wav,00:32:07,Robert T. Stevens; Joseph McCarthy; Ray H. Jenkins; Karl E. Mundt; Joseph N. Welch; Stuart Symington; Frederick P. Bryan; John L. McClellan; Charles E. Potter,10:45 AM,"May 6, 1954",21,790-800,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 44",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f2$2ff$2f6$2f5$2fhrg-1954-ops-0021_from_1_to_51.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0021,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0157,EKAV0157_01.wav,00:31:54,Robert T. Stevens; Karl E. Mundt; Joseph McCarthy; John L. McClellan; Ray H. Jenkins; Stuart Symington,12:00 PM,"May 6, 1954",21,801-811,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 45",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f2$2ff$2f6$2f5$2fhrg-1954-ops-0021_from_1_to_51.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0021,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0157_02.wav,00:31:00,Robert T. Stevens; Robert M. Collier; Roy M. Cohn; Karl E. Mundt; Joseph N. Welch; Henry M. Jackson; Ray H. Jenkins; Stuart Symington; Joseph McCarthy; Thomas R. Prewitt,12:45 PM,"May 6, 1954",21,812-821,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 46",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f2$2ff$2f6$2f5$2fhrg-1954-ops-0021_from_1_to_51.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0021,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0158,EKAV0158_01.wav,00:31:50,Robert T. Stevens; Karl E. Mundt; Joseph N. Welch; Ray H. Jenkins; Frederick P. Bryan; Charles E. Potter; John L. McClellan; Henry M. Jackson; Joseph McCarthy; Roy M. Cohn,2:45 PM,"May 6, 1954",22,825-834,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 47",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f9$2f7$2ff$2fhrg-1954-ops-0022_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0022,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0158_02.wav,00:30:25,Robert T. Stevens; John G. Adams; Roy M. Cohn; Joseph McCarthy; Ray H. Jenkins; Karl E. Mundt;  John L. McClellan,2:45 PM,"May 6, 1954",22,834-844,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 48",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f9$2f7$2ff$2fhrg-1954-ops-0022_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0022,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0159,EKAV0159_01.wav,00:26:08,John G. Adams; Karl E. Mundt; Joseph McCarthy; Roy M. Cohn; Ray H. Jenkins; John L. McClellan; Joseph N. Welch,2:45 PM,"May 6, 1954",22,844-853,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 1",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f9$2f7$2ff$2fhrg-1954-ops-0022_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0022,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0159_02.wav,00:11:05,John G. Adams; Joseph McCarthy; John L. McClellan; Karl E. Mundt; Everett McKinley Dirksen; Henry M. Jackson; Stuart Symington; Roy M. Cohn,2:45 PM,"May 6, 1954",22,853-857,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 2",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2f9$2f7$2ff$2fhrg-1954-ops-0022_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0022,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0160,EKAV0160_01.wav,00:32:16,Robert T. Stevens; Karl E. Mundt; Ray H. Jenkins; Joseph McCarthy; John L. McClellan; Joseph N. Welch; James D. St. Clair,10:45 AM,"May 7, 1954",23,859-870,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 49",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f1$2fa$2f7$2f8$2fhrg-1954-ops-0023_from_1_to_44.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0023,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0160_02.wav,00:32:28,Robert T. Stevens; Joseph McCarthy; Karl E. Mundt; Ray H. Jenkins; John L. McClellan; Everett McKinley Dirksen; Stuart Symington; Henry M. Jackson; Charles E. Potter; Henry Dworshak,10:45 AM,"May 7, 1954",23,872-882,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 50",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f1$2fa$2f7$2f8$2fhrg-1954-ops-0023_from_1_to_44.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0023,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0161,EKAV0161_01.wav,00:25:35,Robert T. Stevens; Joseph McCarthy; Karl E. Mundt; John L. McClellan; Stuart Symington; Joseph N. Welch; Roy M. Cohn; Ray H. Jenkins; Henry M. Jackson,12:30 PM,"May 7, 1954",23,884-894,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 51",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f1$2fa$2f7$2f8$2fhrg-1954-ops-0023_from_1_to_44.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0023,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0162,EKAV0162_01.wav,00:32:36,Robert T. Stevens; Karl E. Mundt; Everett McKinley Dirksen; John L. McClellan; Joseph McCarthy; Joseph N. Welch; Frederick P. Bryan; Charles E. Potter,10:40 AM,"May 10, 1954",24,897-906,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 52",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2ff$2f2$2fe$2f3$2fhrg-1954-ops-0024_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0024,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0162_02.wav,00:32:20,Robert T. Stevens; Karl E. Mundt; Everett McKinley Dirksen; John L. McClellan; Stuart Symington; Henry M. Jackson; Henry Dworshak; Charles E. Potter; Joseph N. Welch; Ray H. Jenkins; Roy M. Cohn; Joseph McCarthy,10:40 AM,"May 10, 1954",24,906-916,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 53",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2ff$2f2$2fe$2f3$2fhrg-1954-ops-0024_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0024,https://hdl.handle.net/2027/umn.31951d021353889
